zone,month,zone_disruption_freq,flood_risk,fog_risk,heat_risk,aqi_base,month_risk,weather_severity,aqi_level,traffic_disruption,worker_tenure_weeks,worker_claim_ratio,risk_score,weekly_premium_inr
Mayur Vihar,11,0.35,0.55,0.58,0.7,0.8,0.8,0.5169,0.6723,0.0648,24,0.2614,0.5239,69.96
Karol Bagh,7,0.33,0.42,0.55,0.72,0.82,0.7,0.1536,0.49,0.0786,8,0.1602,0.3937,64.75
Noida Sector 18,12,0.3,0.45,0.58,0.7,0.74,0.75,0.5007,0.5028,0.1075,42,0.2121,0.5943,72.77
Noida Sector 18,8,0.3,0.45,0.58,0.7,0.74,0.75,0.3855,0.673,0.0617,24,0.017,0.4854,68.42
Karol Bagh,8,0.33,0.42,0.55,0.72,0.82,0.75,0.272,0.5322,0.1013,31,0.1107,0.4275,66.1
Noida Sector 18,11,0.3,0.45,0.58,0.7,0.74,0.8,0.312,0.5829,0.0093,43,0.1301,0.4195,65.78
Vasant Kunj,8,0.22,0.3,0.48,0.65,0.68,0.75,0.2879,0.2499,0.0392,22,0.2606,0.3885,64.54
Lajpat Nagar,4,0.32,0.45,0.5,0.68,0.75,0.25,0.2441,0.6868,0.0437,11,0.1267,0.3742,63.97
Saket,7,0.25,0.35,0.5,0.65,0.7,0.7,0.3947,0.4344,0.1306,66,0.1116,0.4408,66.63
Lajpat Nagar,3,0.32,0.45,0.5,0.68,0.75,0.2,0.2325,0.3101,0.184,68,0.0965,0.2269,58.08
Lajpat Nagar,5,0.32,0.45,0.5,0.68,0.75,0.75,0.5676,0.3056,0.0111,83,0.177,0.4974,68.9
Janakpuri,9,0.3,0.4,0.6,0.68,0.76,0.6,0.2957,0.3071,0.1912,55,0.2135,0.4063,65.25
Rohini,2,0.35,0.5,0.7,0.72,0.8,0.65,0.5979,0.4237,0.0353,46,0.1738,0.5157,69.63
Saket,9,0.25,0.35,0.5,0.65,0.7,0.6,0.3552,0.3976,0.1457,14,0.0547,0.4532,67.13
Janakpuri,8,0.3,0.4,0.6,0.68,0.76,0.75,0.3274,0.4549,0.077,1,0.12,0.4565,67.26
Noida Sector 18,4,0.3,0.45,0.58,0.7,0.74,0.25,0.2728,0.4919,0.0689,8,0.392,0.3752,64.01
Vasant Kunj,1,0.22,0.3,0.48,0.65,0.68,0.7,0.5482,0.3677,0.024,63,0.4635,0.4908,68.63
Karol Bagh,9,0.33,0.42,0.55,0.72,0.82,0.6,0.6018,0.7092,0.0709,50,0.0067,0.5731,71.92
Saket,10,0.25,0.35,0.5,0.65,0.7,0.65,0.3634,0.7834,0.161,87,0.0475,0.4447,66.79
Dwarka,9,0.38,0.6,0.65,0.7,0.78,0.6,0.3794,0.3087,0.0372,95,0.0775,0.4602,67.41
Mayur Vihar,6,0.35,0.55,0.58,0.7,0.8,0.8,0.2599,0.6717,0.2471,64,0.3764,0.6104,73.42
Lajpat Nagar,8,0.32,0.45,0.5,0.68,0.75,0.75,0.4258,0.2699,0.1594,22,0.1476,0.3725,63.9
Shahdara,5,0.4,0.65,0.6,0.72,0.85,0.75,0.8161,0.4187,0.1226,88,0.314,0.641,74.64
Janakpuri,5,0.3,0.4,0.6,0.68,0.76,0.75,0.5552,0.613,0.0637,88,0.1558,0.5518,71.07
Rohini,4,0.35,0.5,0.7,0.72,0.8,0.25,0.3046,0.5148,0.0559,2,0.14,0.3792,64.17
Noida Sector 18,3,0.3,0.45,0.58,0.7,0.74,0.2,0.3216,0.5611,0.2825,81,0.0545,0.3522,63.09
Dwarka,12,0.38,0.6,0.65,0.7,0.78,0.75,0.5217,0.374,0.0357,24,0.3688,0.6487,74.95
Rohini,8,0.35,0.5,0.7,0.72,0.8,0.75,0.4707,0.4868,0.0851,27,0.2909,0.5406,70.62
Noida Sector 18,3,0.3,0.45,0.58,0.7,0.74,0.2,0.0688,0.5078,0.151,68,0.1391,0.2666,59.66
Rohini,11,0.35,0.5,0.7,0.72,0.8,0.8,0.2875,0.8389,0.1532,46,0.1016,0.5139,69.56
Gurugram Sector 29,2,0.28,0.5,0.55,0.68,0.72,0.65,0.6128,0.5189,0.1578,40,0.3352,0.5411,70.64
Lajpat Nagar,8,0.32,0.45,0.5,0.68,0.75,0.75,0.736,0.385,0.1169,45,0.2488,0.5488,70.95
Janakpuri,2,0.3,0.4,0.6,0.68,0.76,0.65,0.4407,0.3087,0.0597,21,0.3127,0.4415,66.66
Mayur Vihar,5,0.35,0.55,0.58,0.7,0.8,0.75,0.3836,0.5313,0.1127,24,0.5074,0.5829,72.32
Rohini,8,0.35,0.5,0.7,0.72,0.8,0.75,0.4405,0.4766,0.0784,96,0.2682,0.5003,69.01
Mayur Vihar,12,0.35,0.55,0.58,0.7,0.8,0.75,0.6764,0.757,0.1572,92,0.0721,0.7557,79.23
Gurugram Sector 29,12,0.28,0.5,0.55,0.68,0.72,0.75,0.6188,0.4326,0.0456,42,0.0777,0.6035,73.14
Karol Bagh,11,0.33,0.42,0.55,0.72,0.82,0.8,0.4367,0.7002,0.2102,97,0.0177,0.5531,71.12
Rohini,3,0.35,0.5,0.7,0.72,0.8,0.2,0.2194,0.5839,0.0721,88,0.1721,0.3542,63.17
Gurugram Sector 29,2,0.28,0.5,0.55,0.68,0.72,0.65,0.2306,0.5568,0.1105,100,0.1787,0.3812,64.25
Vasant Kunj,11,0.22,0.3,0.48,0.65,0.68,0.8,0.3957,0.4891,0.0238,101,0.1637,0.4313,66.25
Mayur Vihar,12,0.35,0.55,0.58,0.7,0.8,0.75,0.5541,0.6503,0.2973,72,0.0424,0.6912,76.65
Rohini,4,0.35,0.5,0.7,0.72,0.8,0.25,0.2122,0.6099,0.0142,3,0.14,0.3822,64.29
Mayur Vihar,1,0.35,0.55,0.58,0.7,0.8,0.7,0.455,0.4051,0.1065,87,0.1356,0.5072,69.29
Lajpat Nagar,8,0.32,0.45,0.5,0.68,0.75,0.75,0.8084,0.7187,0.0954,99,0.1782,0.7098,77.39
Noida Sector 18,1,0.3,0.45,0.58,0.7,0.74,0.7,0.3409,0.329,0.2241,104,0.1889,0.419,65.76
Janakpuri,1,0.3,0.4,0.6,0.68,0.76,0.7,0.6472,0.3906,0.1136,75,0.2736,0.5804,72.22
Shahdara,12,0.4,0.65,0.6,0.72,0.85,0.75,0.5472,0.8563,0.0689,104,0.249,0.8553,83.21
Shahdara,6,0.4,0.65,0.6,0.72,0.85,0.8,0.7921,0.6451,0.1326,81,0.2161,0.7243,77.97
Connaught Place,2,0.28,0.3,0.55,0.7,0.72,0.65,0.5838,0.4666,0.0692,30,0.0626,0.5039,69.15
Shahdara,8,0.4,0.65,0.6,0.72,0.85,0.75,0.2424,0.642,0.2342,20,0.1285,0.5509,71.04
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.778,0.4397,0.0492,61,0.169,0.5166,69.66
Janakpuri,7,0.3,0.4,0.6,0.68,0.76,0.7,0.5285,0.3949,0.0987,19,0.1003,0.4442,66.77
Dwarka,11,0.38,0.6,0.65,0.7,0.78,0.8,0.738,0.8298,0.0139,70,0.4441,0.6747,75.99
Vasant Kunj,3,0.22,0.3,0.48,0.65,0.68,0.2,0.1669,0.273,0.1235,50,0.0827,0.1908,56.63
Lajpat Nagar,8,0.32,0.45,0.5,0.68,0.75,0.75,0.3412,0.6756,0.0099,57,0.2174,0.4996,68.98
Janakpuri,10,0.3,0.4,0.6,0.68,0.76,0.65,0.7452,0.3373,0.0141,16,0.1725,0.4855,68.42
Shahdara,6,0.4,0.65,0.6,0.72,0.85,0.8,0.6699,0.4941,0.0469,34,0.071,0.6013,73.05
Janakpuri,12,0.3,0.4,0.6,0.68,0.76,0.75,0.9467,0.7515,0.0148,75,0.2933,0.8413,82.65
Vasant Kunj,6,0.22,0.3,0.48,0.65,0.68,0.8,0.4471,0.4404,0.0757,71,0.1856,0.4726,67.91
Janakpuri,6,0.3,0.4,0.6,0.68,0.76,0.8,0.8378,0.6752,0.0688,94,0.356,0.7337,78.35
Vasant Kunj,11,0.22,0.3,0.48,0.65,0.68,0.8,0.5393,0.813,0.0343,85,0.0848,0.5243,69.97
Connaught Place,8,0.28,0.3,0.55,0.7,0.72,0.75,0.4202,0.6002,0.0948,99,0.1138,0.4817,68.27
Gurugram Sector 29,11,0.28,0.5,0.55,0.68,0.72,0.8,0.3324,0.824,0.114,24,0.1808,0.5488,70.95
Noida Sector 18,10,0.3,0.45,0.58,0.7,0.74,0.65,0.2095,0.4223,0.0826,32,0.161,0.4082,65.33
Rohini,9,0.35,0.5,0.7,0.72,0.8,0.6,0.6394,0.3633,0.1051,54,0.1783,0.5084,69.33
Rohini,3,0.35,0.5,0.7,0.72,0.8,0.2,0.4117,0.5321,0.1322,54,0.1877,0.423,65.92
Gurugram Sector 29,5,0.28,0.5,0.55,0.68,0.72,0.75,0.6105,0.4019,0.0464,51,0.1675,0.53,70.2
Noida Sector 18,11,0.3,0.45,0.58,0.7,0.74,0.8,0.5245,0.7685,0.0101,20,0.0742,0.5792,72.17
Noida Sector 18,8,0.3,0.45,0.58,0.7,0.74,0.75,0.6608,0.5337,0.0539,25,0.3382,0.5867,72.47
Connaught Place,4,0.28,0.3,0.55,0.7,0.72,0.25,0.1784,0.5272,0.0791,35,0.1041,0.2452,58.81
Noida Sector 18,4,0.3,0.45,0.58,0.7,0.74,0.25,0.4904,0.4009,0.0551,98,0.0229,0.3344,62.37
Vasant Kunj,10,0.22,0.3,0.48,0.65,0.68,0.65,0.7085,0.3765,0.0664,29,0.2986,0.5496,70.98
Connaught Place,3,0.28,0.3,0.55,0.7,0.72,0.2,0.4033,0.1451,0.0309,60,0.028,0.2208,57.83
Janakpuri,2,0.3,0.4,0.6,0.68,0.76,0.65,0.2391,0.4412,0.0471,54,0.3422,0.4242,65.97
Janakpuri,10,0.3,0.4,0.6,0.68,0.76,0.65,0.3893,0.4994,0.0774,42,0.0964,0.4476,66.9
Karol Bagh,4,0.33,0.42,0.55,0.72,0.82,0.25,0.2702,0.2978,0.2443,28,0.1946,0.2919,60.68
Dwarka,10,0.38,0.6,0.65,0.7,0.78,0.65,0.0737,0.6306,0.0093,54,0.018,0.4327,66.31
Janakpuri,7,0.3,0.4,0.6,0.68,0.76,0.7,0.1636,0.4171,0.0676,2,0.12,0.3866,64.46
Gurugram Sector 29,12,0.28,0.5,0.55,0.68,0.72,0.75,0.3424,0.8723,0.05,98,0.0727,0.6828,76.31
Connaught Place,7,0.28,0.3,0.55,0.7,0.72,0.7,0.4263,0.5512,0.0858,28,0.1457,0.4218,65.87
Mayur Vihar,11,0.35,0.55,0.58,0.7,0.8,0.8,0.3463,0.8743,0.071,82,0.1223,0.5934,72.74
Mayur Vihar,11,0.35,0.55,0.58,0.7,0.8,0.8,0.6954,0.7203,0.2166,15,0.111,0.6431,74.72
Gurugram Sector 29,3,0.28,0.5,0.55,0.68,0.72,0.2,0.0258,0.6001,0.1658,83,0.4496,0.3236,61.94
Noida Sector 18,12,0.3,0.45,0.58,0.7,0.74,0.75,0.7994,0.8426,0.2213,5,0.1165,0.7491,78.96
Gurugram Sector 29,9,0.28,0.5,0.55,0.68,0.72,0.6,0.2255,0.4661,0.114,43,0.0773,0.3918,64.67
Mayur Vihar,2,0.35,0.55,0.58,0.7,0.8,0.65,0.332,0.3834,0.0625,50,0.2768,0.5089,69.36
Karol Bagh,1,0.33,0.42,0.55,0.72,0.82,0.7,0.6925,0.5942,0.0871,100,0.0232,0.577,72.08
Janakpuri,4,0.3,0.4,0.6,0.68,0.76,0.25,0.1735,0.6493,0.1075,67,0.2607,0.3532,63.13
Janakpuri,1,0.3,0.4,0.6,0.68,0.76,0.7,0.4539,0.3101,0.1923,67,0.0782,0.3986,64.94
Noida Sector 18,5,0.3,0.45,0.58,0.7,0.74,0.75,0.4237,0.381,0.1056,95,0.4169,0.5443,70.77
Rohini,12,0.35,0.5,0.7,0.72,0.8,0.75,0.4696,0.8012,0.047,92,0.1199,0.7845,80.38
Karol Bagh,6,0.33,0.42,0.55,0.72,0.82,0.8,0.5778,0.65,0.0357,22,0.3014,0.6567,75.27
Mayur Vihar,1,0.35,0.55,0.58,0.7,0.8,0.7,0.7122,0.6342,0.1207,42,0.0231,0.5588,71.35
Noida Sector 18,6,0.3,0.45,0.58,0.7,0.74,0.8,0.3464,0.5778,0.0664,8,0.2074,0.49,68.6
Dwarka,3,0.38,0.6,0.65,0.7,0.78,0.2,0.4065,0.6597,0.0602,79,0.2261,0.4065,65.26
Saket,11,0.25,0.35,0.5,0.65,0.7,0.8,0.5664,0.7313,0.1206,76,0.2216,0.6521,75.08
Janakpuri,2,0.3,0.4,0.6,0.68,0.76,0.65,0.2392,0.5843,0.0273,5,0.243,0.4837,68.35
Noida Sector 18,10,0.3,0.45,0.58,0.7,0.74,0.65,0.3049,0.9063,0.142,54,0.0632,0.5687,71.75
Mayur Vihar,6,0.35,0.55,0.58,0.7,0.8,0.8,0.8378,0.4932,0.083,90,0.3111,0.6827,76.31
Gurugram Sector 29,1,0.28,0.5,0.55,0.68,0.72,0.7,0.5082,0.2833,0.1045,96,0.1402,0.4445,66.78
Vasant Kunj,9,0.22,0.3,0.48,0.65,0.68,0.6,0.4801,0.4088,0.1331,36,0.2121,0.4059,65.24
Vasant Kunj,6,0.22,0.3,0.48,0.65,0.68,0.8,0.5752,0.3142,0.0307,49,0.3174,0.4744,67.98
Gurugram Sector 29,10,0.28,0.5,0.55,0.68,0.72,0.65,0.6828,0.5214,0.1338,33,0.2402,0.5385,70.54
Saket,8,0.25,0.35,0.5,0.65,0.7,0.75,0.3777,0.4619,0.0789,91,0.1475,0.4184,65.74
Noida Sector 18,10,0.3,0.45,0.58,0.7,0.74,0.65,0.389,0.6918,0.0943,31,0.0504,0.4908,68.63
Janakpuri,6,0.3,0.4,0.6,0.68,0.76,0.8,0.77,0.1297,0.0331,7,0.1398,0.4783,68.13
Noida Sector 18,1,0.3,0.45,0.58,0.7,0.74,0.7,0.8277,0.1205,0.1295,84,0.1289,0.4894,68.58
Mayur Vihar,2,0.35,0.55,0.58,0.7,0.8,0.65,0.3934,0.5546,0.1512,104,0.0899,0.439,66.56
Saket,6,0.25,0.35,0.5,0.65,0.7,0.8,0.3772,0.2248,0.0408,17,0.117,0.3473,62.89
Shahdara,5,0.4,0.65,0.6,0.72,0.85,0.75,0.5677,0.5164,0.1855,43,0.0317,0.589,72.56
Connaught Place,10,0.28,0.3,0.55,0.7,0.72,0.65,0.1636,0.5828,0.1061,80,0.5472,0.538,70.52
Gurugram Sector 29,5,0.28,0.5,0.55,0.68,0.72,0.75,0.1864,0.2958,0.0608,91,0.1143,0.4061,65.24
Janakpuri,11,0.3,0.4,0.6,0.68,0.76,0.8,0.3527,0.6972,0.1494,4,0.12,0.5044,69.18
Janakpuri,3,0.3,0.4,0.6,0.68,0.76,0.2,0.3905,0.6006,0.0549,4,0.12,0.379,64.16
Shahdara,5,0.4,0.65,0.6,0.72,0.85,0.75,0.2355,0.772,0.2029,97,0.1242,0.5843,72.37
Rohini,10,0.35,0.5,0.7,0.72,0.8,0.65,0.3283,0.7576,0.0198,20,0.0243,0.4734,67.93
Noida Sector 18,2,0.3,0.45,0.58,0.7,0.74,0.65,0.3684,0.3487,0.0856,5,0.1996,0.4247,65.99
Gurugram Sector 29,4,0.28,0.5,0.55,0.68,0.72,0.25,0.4541,0.6041,0.0522,62,0.1622,0.4187,65.75
Saket,10,0.25,0.35,0.5,0.65,0.7,0.65,0.3506,0.7368,0.0425,32,0.1281,0.4986,68.94
Lajpat Nagar,8,0.32,0.45,0.5,0.68,0.75,0.75,0.3481,0.4962,0.0407,2,0.128,0.4883,68.53
Saket,10,0.25,0.35,0.5,0.65,0.7,0.65,0.426,0.6213,0.0143,48,0.2116,0.5145,69.58
Rohini,7,0.35,0.5,0.7,0.72,0.8,0.7,0.6084,0.7151,0.0395,59,0.5433,0.6641,75.56
Saket,11,0.25,0.35,0.5,0.65,0.7,0.8,0.2495,0.4792,0.0262,67,0.0994,0.3816,64.26
Noida Sector 18,11,0.3,0.45,0.58,0.7,0.74,0.8,0.0829,0.5573,0.0897,29,0.2915,0.3944,64.78
Lajpat Nagar,12,0.32,0.45,0.5,0.68,0.75,0.75,0.411,0.7488,0.0098,103,0.3095,0.7178,77.71
Gurugram Sector 29,2,0.28,0.5,0.55,0.68,0.72,0.65,0.7804,0.5532,0.2335,56,0.0387,0.598,72.92
Rohini,8,0.35,0.5,0.7,0.72,0.8,0.75,0.8104,0.5251,0.0376,8,0.1255,0.6434,74.74
Karol Bagh,2,0.33,0.42,0.55,0.72,0.82,0.65,0.4071,0.6343,0.1717,78,0.0174,0.5144,69.58
Gurugram Sector 29,3,0.28,0.5,0.55,0.68,0.72,0.2,0.2746,0.3421,0.0036,41,0.088,0.2858,60.43
Dwarka,4,0.38,0.6,0.65,0.7,0.78,0.25,0.3149,0.2582,0.0328,66,0.2974,0.3771,64.08
Shahdara,8,0.4,0.65,0.6,0.72,0.85,0.75,0.3422,0.6998,0.1511,71,0.197,0.587,72.48
Lajpat Nagar,6,0.32,0.45,0.5,0.68,0.75,0.8,0.3895,0.2595,0.1859,78,0.5618,0.5076,69.3
Lajpat Nagar,11,0.32,0.45,0.5,0.68,0.75,0.8,0.4377,0.4171,0.1522,18,0.3448,0.5023,69.09
Vasant Kunj,4,0.22,0.3,0.48,0.65,0.68,0.25,0.3556,0.625,0.1313,37,0.0062,0.3479,62.92
Mayur Vihar,8,0.35,0.55,0.58,0.7,0.8,0.75,0.5043,0.4052,0.0457,101,0.0906,0.5084,69.34
Lajpat Nagar,10,0.32,0.45,0.5,0.68,0.75,0.65,0.6514,0.7342,0.1291,75,0.1457,0.668,75.72
Dwarka,12,0.38,0.6,0.65,0.7,0.78,0.75,0.5961,0.5172,0.2125,4,0.152,0.7336,78.34
Rohini,3,0.35,0.5,0.7,0.72,0.8,0.2,0.1464,0.7294,0.1674,56,0.1591,0.3721,63.88
Saket,9,0.25,0.35,0.5,0.65,0.7,0.6,0.2363,0.5701,0.1442,81,0.1476,0.4358,66.43
Dwarka,2,0.38,0.6,0.65,0.7,0.78,0.65,0.6809,0.257,0.0755,53,0.3064,0.5042,69.17
Dwarka,7,0.38,0.6,0.65,0.7,0.78,0.7,0.6422,0.6251,0.0475,78,0.0916,0.6429,74.72
Shahdara,5,0.4,0.65,0.6,0.72,0.85,0.75,0.2974,0.3782,0.0664,66,0.1283,0.51,69.4
Rohini,12,0.35,0.5,0.7,0.72,0.8,0.75,0.715,0.5906,0.1292,86,0.136,0.6561,75.25
Karol Bagh,10,0.33,0.42,0.55,0.72,0.82,0.65,0.4928,0.7076,0.0475,53,0.3401,0.6427,74.71
Gurugram Sector 29,12,0.28,0.5,0.55,0.68,0.72,0.75,0.5853,0.7453,0.0474,101,0.1735,0.7377,78.51
Mayur Vihar,11,0.35,0.55,0.58,0.7,0.8,0.8,0.7674,0.7351,0.0414,47,0.1685,0.672,75.88
Rohini,5,0.35,0.5,0.7,0.72,0.8,0.75,0.8063,0.4851,0.0625,70,0.3081,0.6865,76.46
Gurugram Sector 29,9,0.28,0.5,0.55,0.68,0.72,0.6,0.3305,0.4273,0.1434,33,0.3651,0.471,67.84
Karol Bagh,1,0.33,0.42,0.55,0.72,0.82,0.7,0.6362,0.6317,0.0469,83,0.1746,0.6463,74.85
Rohini,7,0.35,0.5,0.7,0.72,0.8,0.7,0.8089,0.0892,0.1529,63,0.1819,0.5326,70.3
Mayur Vihar,1,0.35,0.55,0.58,0.7,0.8,0.7,0.6679,0.4596,0.0494,13,0.0879,0.5547,71.19
Saket,9,0.25,0.35,0.5,0.65,0.7,0.6,0.5747,0.4849,0.1306,31,0.1372,0.4448,66.79
Mayur Vihar,12,0.35,0.55,0.58,0.7,0.8,0.75,0.7729,0.447,0.0932,62,0.0278,0.6584,75.34
Janakpuri,9,0.3,0.4,0.6,0.68,0.76,0.6,0.1376,0.41,0.092,1,0.12,0.2837,60.35
Mayur Vihar,11,0.35,0.55,0.58,0.7,0.8,0.8,0.5073,0.6454,0.2964,97,0.3575,0.6081,73.33
Lajpat Nagar,3,0.32,0.45,0.5,0.68,0.75,0.2,0.2919,0.5906,0.2177,7,0.1306,0.3664,63.65
Saket,12,0.25,0.35,0.5,0.65,0.7,0.75,0.6066,0.5102,0.0677,11,0.0611,0.5957,72.83
Dwarka,7,0.38,0.6,0.65,0.7,0.78,0.7,0.4638,0.3462,0.0141,92,0.1253,0.4867,68.47
Rohini,9,0.35,0.5,0.7,0.72,0.8,0.6,0.4936,0.4419,0.061,21,0.1407,0.4935,68.74
Dwarka,10,0.38,0.6,0.65,0.7,0.78,0.65,0.3968,0.5165,0.1425,89,0.7613,0.5951,72.8
Saket,8,0.25,0.35,0.5,0.65,0.7,0.75,0.708,0.4924,0.2053,36,0.132,0.5174,69.7
Lajpat Nagar,4,0.32,0.45,0.5,0.68,0.75,0.25,0.0449,0.5571,0.1126,100,0.0852,0.2712,59.85
Gurugram Sector 29,8,0.28,0.5,0.55,0.68,0.72,0.75,0.2266,0.4422,0.1216,32,0.0281,0.3377,62.51
Shahdara,8,0.4,0.65,0.6,0.72,0.85,0.75,0.4378,0.5575,0.0875,47,0.0647,0.6012,73.05
Mayur Vihar,11,0.35,0.55,0.58,0.7,0.8,0.8,0.2398,0.7488,0.1955,93,0.0514,0.4866,68.46
Gurugram Sector 29,6,0.28,0.5,0.55,0.68,0.72,0.8,0.5209,0.2263,0.2209,29,0.1246,0.4224,65.89
Lajpat Nagar,7,0.32,0.45,0.5,0.68,0.75,0.7,0.5714,0.5771,0.1479,29,0.3228,0.6136,73.55
Connaught Place,7,0.28,0.3,0.55,0.7,0.72,0.7,0.6041,0.3758,0.0085,104,0.0371,0.4683,67.73
Janakpuri,2,0.3,0.4,0.6,0.68,0.76,0.65,0.8057,0.4717,0.0622,16,0.1491,0.6481,74.92
Janakpuri,2,0.3,0.4,0.6,0.68,0.76,0.65,0.4163,0.2268,0.0897,64,0.5245,0.5207,69.83
Rohini,1,0.35,0.5,0.7,0.72,0.8,0.7,0.5341,0.6026,0.0709,40,0.3747,0.5877,72.51
Mayur Vihar,8,0.35,0.55,0.58,0.7,0.8,0.75,0.63,0.3801,0.1403,95,0.0604,0.5363,70.45
Shahdara,6,0.4,0.65,0.6,0.72,0.85,0.8,0.4272,0.4198,0.0342,56,0.102,0.5285,70.14
Gurugram Sector 29,11,0.28,0.5,0.55,0.68,0.72,0.8,0.5914,0.7334,0.1623,38,0.35,0.6581,75.32
Lajpat Nagar,9,0.32,0.45,0.5,0.68,0.75,0.6,0.6094,0.305,0.1145,36,0.1507,0.4378,66.51
Mayur Vihar,2,0.35,0.55,0.58,0.7,0.8,0.65,0.6938,0.4474,0.084,81,0.0413,0.5154,69.62
Rohini,2,0.35,0.5,0.7,0.72,0.8,0.65,0.4711,0.3091,0.2327,11,0.1449,0.4541,67.17
Janakpuri,5,0.3,0.4,0.6,0.68,0.76,0.75,0.5414,0.1812,0.1393,82,0.0768,0.4532,67.13
Janakpuri,12,0.3,0.4,0.6,0.68,0.76,0.75,0.6536,0.5111,0.0259,10,0.0512,0.6408,74.63
Mayur Vihar,1,0.35,0.55,0.58,0.7,0.8,0.7,0.3611,0.254,0.0343,69,0.0973,0.4089,65.35
Dwarka,3,0.38,0.6,0.65,0.7,0.78,0.2,0.1688,0.5177,0.2041,39,0.1125,0.3008,61.03
Rohini,1,0.35,0.5,0.7,0.72,0.8,0.7,0.7729,0.6345,0.1711,26,0.0648,0.6707,75.83
Saket,5,0.25,0.35,0.5,0.65,0.7,0.75,0.624,0.3069,0.0328,28,0.2519,0.5193,69.77
Saket,12,0.25,0.35,0.5,0.65,0.7,0.75,0.4944,0.7543,0.116,87,0.2213,0.6871,76.48
Rohini,9,0.35,0.5,0.7,0.72,0.8,0.6,0.7442,0.6456,0.2482,92,0.2345,0.6053,73.21
Rohini,6,0.35,0.5,0.7,0.72,0.8,0.8,0.7829,0.5398,0.0318,49,0.1062,0.6083,73.33
Rohini,2,0.35,0.5,0.7,0.72,0.8,0.65,0.457,0.214,0.1084,1,0.14,0.4632,67.53
Janakpuri,5,0.3,0.4,0.6,0.68,0.76,0.75,0.2373,0.7368,0.1567,79,0.2568,0.5336,70.34
Saket,7,0.25,0.35,0.5,0.65,0.7,0.7,0.637,0.5658,0.0731,13,0.1569,0.5006,69.02
Saket,4,0.25,0.35,0.5,0.65,0.7,0.25,0.113,0.3646,0.0862,57,0.1787,0.1882,56.53
Gurugram Sector 29,9,0.28,0.5,0.55,0.68,0.72,0.6,0.6858,0.3282,0.1196,92,0.1265,0.4604,67.42
Rohini,12,0.35,0.5,0.7,0.72,0.8,0.75,0.522,0.8239,0.0371,12,0.1391,0.7773,80.09
Karol Bagh,3,0.33,0.42,0.55,0.72,0.82,0.2,0.4217,0.5572,0.0807,36,0.2896,0.4799,68.2
Mayur Vihar,4,0.35,0.55,0.58,0.7,0.8,0.25,0.2744,0.5358,0.2898,46,0.2665,0.3168,61.67
Rohini,2,0.35,0.5,0.7,0.72,0.8,0.65,0.4111,0.4711,0.0129,18,0.6009,0.6092,73.37
Dwarka,9,0.38,0.6,0.65,0.7,0.78,0.6,0.226,0.3733,0.1439,40,0.0781,0.4144,65.58
Rohini,6,0.35,0.5,0.7,0.72,0.8,0.8,0.3577,0.5288,0.1256,39,0.1253,0.5027,69.11
Dwarka,4,0.38,0.6,0.65,0.7,0.78,0.25,0.1432,0.5165,0.1022,97,0.052,0.293,60.72
Saket,3,0.25,0.35,0.5,0.65,0.7,0.2,0.2855,0.5711,0.0517,7,0.0861,0.2804,60.22
Lajpat Nagar,1,0.32,0.45,0.5,0.68,0.75,0.7,0.6741,0.3786,0.0387,88,0.0936,0.5029,69.12
Connaught Place,6,0.28,0.3,0.55,0.7,0.72,0.8,0.3684,0.4501,0.1579,88,0.3789,0.5722,71.89
Janakpuri,9,0.3,0.4,0.6,0.68,0.76,0.6,0.4322,0.6328,0.0648,33,0.2402,0.5381,70.52
Gurugram Sector 29,3,0.28,0.5,0.55,0.68,0.72,0.2,0.1735,0.6976,0.0056,86,0.1197,0.3473,62.89
Dwarka,1,0.38,0.6,0.65,0.7,0.78,0.7,0.5081,0.4686,0.109,64,0.3595,0.5774,72.1
Karol Bagh,6,0.33,0.42,0.55,0.72,0.82,0.8,0.5651,0.6395,0.2205,99,0.1672,0.6021,73.08
Saket,9,0.25,0.35,0.5,0.65,0.7,0.6,0.2821,0.3063,0.0867,46,0.1204,0.3642,63.57
Karol Bagh,5,0.33,0.42,0.55,0.72,0.82,0.75,0.2865,0.4463,0.0452,28,0.0746,0.4826,68.31
Rohini,4,0.35,0.5,0.7,0.72,0.8,0.25,0.1953,0.5402,0.0655,69,0.2685,0.3383,62.53
Shahdara,2,0.4,0.65,0.6,0.72,0.85,0.65,0.242,0.3507,0.0997,46,0.0443,0.3457,62.83
Mayur Vihar,9,0.35,0.55,0.58,0.7,0.8,0.6,0.3107,0.3536,0.0795,46,0.0616,0.4507,67.03
Connaught Place,11,0.28,0.3,0.55,0.7,0.72,0.8,0.4998,0.7309,0.0542,21,0.6081,0.6537,75.15
Vasant Kunj,10,0.22,0.3,0.48,0.65,0.68,0.65,0.2115,0.4136,0.0677,43,0.2051,0.37,63.8
Saket,7,0.25,0.35,0.5,0.65,0.7,0.7,0.6218,0.3637,0.0965,51,0.203,0.5046,69.18
Janakpuri,9,0.3,0.4,0.6,0.68,0.76,0.6,0.6146,0.5497,0.1542,81,0.229,0.5513,71.05
Noida Sector 18,5,0.3,0.45,0.58,0.7,0.74,0.75,0.541,0.4718,0.0461,91,0.0252,0.5448,70.79
Noida Sector 18,1,0.3,0.45,0.58,0.7,0.74,0.7,0.3944,0.5921,0.1296,99,0.1653,0.546,70.84
