zone,work_type,disruption_freq,flood_risk,heat_risk,weekly_income,income_norm,tenure_weeks,claim_ratio,premium_score,weekly_premium
Gurugram Sector 29,1,0.28,0.5,0.68,7156.64,0.419,47,0.2189,0.2893,46.36
Rohini,1,0.35,0.5,0.72,11814.69,0.7641,9,0.2516,0.4493,55.96
Karol Bagh,1,0.33,0.42,0.72,7634.97,0.4544,98,0.0522,0.3198,48.19
Mayur Vihar,0,0.35,0.55,0.7,6924.09,0.4018,11,0.0226,0.3694,51.17
Rohini,0,0.35,0.5,0.72,4505.53,0.2226,96,0.3271,0.3153,47.92
Dwarka,0,0.38,0.6,0.7,2639.91,0.0844,69,0.4353,0.2846,46.08
Rohini,1,0.35,0.5,0.72,4172.47,0.198,96,0.2458,0.2389,43.34
Dwarka,0,0.38,0.6,0.7,11531.0,0.743,39,0.1642,0.5896,64.38
Saket,0,0.25,0.35,0.65,3374.51,0.1389,94,0.231,0.225,42.5
Lajpat Nagar,0,0.32,0.45,0.68,3205.17,0.1263,45,0.3245,0.2301,42.81
Connaught Place,1,0.28,0.3,0.7,6999.9,0.4074,37,0.3174,0.2616,44.7
Janakpuri,1,0.3,0.4,0.68,7236.14,0.4249,36,0.1054,0.2856,46.14
Gurugram Sector 29,0,0.28,0.5,0.68,2633.45,0.084,100,0.1288,0.2096,41.58
Dwarka,1,0.38,0.6,0.7,3530.72,0.1504,49,0.192,0.2164,41.99
Karol Bagh,1,0.33,0.42,0.72,3130.81,0.1208,50,0.4142,0.1992,40.95
Saket,0,0.25,0.35,0.65,4166.55,0.1975,67,0.3452,0.3151,47.91
Karol Bagh,0,0.33,0.42,0.72,6987.26,0.4065,58,0.2157,0.3799,51.79
Rohini,1,0.35,0.5,0.72,2691.86,0.0883,57,0.1672,0.2022,41.13
Shahdara,0,0.4,0.65,0.72,6938.44,0.4028,40,0.0668,0.4479,55.87
Mayur Vihar,0,0.35,0.55,0.7,4233.67,0.2025,18,0.3621,0.341,49.46
Connaught Place,0,0.28,0.3,0.7,12875.69,0.8426,104,0.0251,0.5429,61.57
Vasant Kunj,1,0.22,0.3,0.65,4719.3,0.2385,52,0.5293,0.2223,42.34
Saket,0,0.25,0.35,0.65,3833.53,0.1729,102,0.2549,0.2391,43.35
Janakpuri,1,0.3,0.4,0.68,5363.42,0.2862,48,0.3186,0.2769,45.62
Noida Sector 18,0,0.3,0.45,0.7,3399.65,0.1407,63,0.3906,0.2801,45.81
Noida Sector 18,0,0.3,0.45,0.7,1639.86,0.0104,57,0.4877,0.2122,41.73
Connaught Place,1,0.28,0.3,0.7,3567.92,0.1532,101,0.1319,0.1961,40.77
Karol Bagh,0,0.33,0.42,0.72,3539.9,0.1511,12,0.166,0.2501,44.01
Noida Sector 18,0,0.3,0.45,0.7,1815.0,0.0233,54,0.3706,0.2223,42.34
Vasant Kunj,0,0.22,0.3,0.65,3879.58,0.1763,16,0.2801,0.2517,44.1
Janakpuri,1,0.3,0.4,0.68,1500.0,0.0,91,0.2572,0.14,37.4
Noida Sector 18,0,0.3,0.45,0.7,3381.78,0.1394,56,0.048,0.2349,43.09
Janakpuri,0,0.3,0.4,0.68,4545.07,0.2256,96,0.2341,0.3069,47.42
Karol Bagh,0,0.33,0.42,0.72,4223.83,0.2018,29,0.0198,0.2553,44.32
Mayur Vihar,0,0.35,0.55,0.7,3276.28,0.1316,17,0.0244,0.278,45.68
Karol Bagh,0,0.33,0.42,0.72,3855.42,0.1745,66,0.3168,0.2783,45.7
Shahdara,0,0.4,0.65,0.72,2718.86,0.0903,16,0.1989,0.3053,47.32
Mayur Vihar,0,0.35,0.55,0.7,4045.69,0.1886,39,0.2443,0.3271,48.63
Saket,0,0.25,0.35,0.65,4142.45,0.1957,33,0.2497,0.2688,45.13
Janakpuri,1,0.3,0.4,0.68,2565.41,0.0789,23,0.4804,0.1798,39.79
Mayur Vihar,1,0.35,0.55,0.7,4600.17,0.2296,14,0.1492,0.2545,44.27
Connaught Place,0,0.28,0.3,0.7,4585.83,0.2286,69,0.1267,0.2744,45.46
Gurugram Sector 29,0,0.28,0.5,0.68,3702.99,0.1632,79,0.3629,0.2185,42.11
Connaught Place,0,0.28,0.3,0.7,13501.06,0.889,41,0.0354,0.5677,63.06
Shahdara,1,0.4,0.65,0.72,3750.52,0.1667,30,0.2184,0.2415,43.49
Janakpuri,0,0.3,0.4,0.68,3499.53,0.1481,17,0.1251,0.2462,43.77
Janakpuri,0,0.3,0.4,0.68,3257.79,0.1302,71,0.0964,0.2429,43.57
Janakpuri,0,0.3,0.4,0.68,2476.32,0.0723,85,0.1946,0.2406,43.44
Janakpuri,0,0.3,0.4,0.68,5670.02,0.3089,57,0.1335,0.3335,49.01
Saket,0,0.25,0.35,0.65,2855.14,0.1004,45,0.0492,0.1484,37.91
Janakpuri,0,0.3,0.4,0.68,3029.12,0.1133,68,0.0435,0.2189,42.14
Shahdara,1,0.4,0.65,0.72,3074.44,0.1166,96,0.1623,0.2343,43.06
Mayur Vihar,1,0.35,0.55,0.7,2459.04,0.071,103,0.5854,0.2128,41.77
Shahdara,1,0.4,0.65,0.72,1676.49,0.0131,21,0.1144,0.1767,39.6
Noida Sector 18,1,0.3,0.45,0.7,3192.41,0.1254,50,0.2184,0.1778,39.67
Karol Bagh,0,0.33,0.42,0.72,6227.11,0.3502,92,0.2154,0.3806,51.84
Vasant Kunj,1,0.22,0.3,0.65,4440.36,0.2178,66,0.0906,0.1743,39.46
Lajpat Nagar,1,0.32,0.45,0.68,8780.49,0.5393,85,0.3635,0.3625,50.75
Gurugram Sector 29,1,0.28,0.5,0.68,5857.5,0.3228,104,0.1806,0.2648,44.89
Rohini,1,0.35,0.5,0.72,5229.04,0.2762,11,0.1894,0.2543,44.26
Rohini,0,0.35,0.5,0.72,10314.69,0.6529,64,0.3092,0.5481,61.88
Mayur Vihar,0,0.35,0.55,0.7,3833.09,0.1728,56,0.1776,0.2957,46.74
Connaught Place,0,0.28,0.3,0.7,4152.8,0.1965,30,0.5102,0.3108,47.65
Karol Bagh,0,0.33,0.42,0.72,4000.87,0.1852,68,0.2267,0.2938,46.63
Mayur Vihar,0,0.35,0.55,0.7,8707.09,0.5339,11,0.3153,0.5068,59.41
Vasant Kunj,0,0.22,0.3,0.65,4028.94,0.1873,52,0.5064,0.2505,44.03
Gurugram Sector 29,0,0.28,0.5,0.68,2909.86,0.1044,44,0.5178,0.2525,44.15
Karol Bagh,1,0.33,0.42,0.72,5398.29,0.2888,41,0.0131,0.234,43.04
Lajpat Nagar,1,0.32,0.45,0.68,2675.44,0.0871,64,0.2164,0.1842,40.05
Karol Bagh,0,0.33,0.42,0.72,5253.95,0.2781,99,0.1912,0.3338,49.03
Lajpat Nagar,0,0.32,0.45,0.68,4948.9,0.2555,99,0.3508,0.3133,47.8
Dwarka,0,0.38,0.6,0.7,3660.29,0.16,73,0.37,0.3336,49.02
Lajpat Nagar,1,0.32,0.45,0.68,5339.6,0.2844,35,0.2888,0.243,43.58
Saket,1,0.25,0.35,0.65,1912.38,0.0305,101,0.2689,0.143,37.58
Gurugram Sector 29,1,0.28,0.5,0.68,4365.47,0.2123,104,0.2584,0.227,42.62
Dwarka,0,0.38,0.6,0.7,3192.68,0.1254,89,0.0285,0.262,44.72
Mayur Vihar,0,0.35,0.55,0.7,15000.0,1.0,91,0.1012,0.6869,70.21
Noida Sector 18,1,0.3,0.45,0.7,4349.92,0.2111,85,0.1776,0.2164,41.98
Noida Sector 18,1,0.3,0.45,0.7,2986.34,0.1101,80,0.3541,0.191,40.46
Vasant Kunj,0,0.22,0.3,0.65,2019.99,0.0385,76,0.0507,0.1249,36.49
Janakpuri,0,0.3,0.4,0.68,7728.76,0.4614,67,0.327,0.4294,54.77
Saket,0,0.25,0.35,0.65,3377.81,0.1391,68,0.0669,0.2344,43.06
Vasant Kunj,0,0.22,0.3,0.65,2708.97,0.0896,41,0.0425,0.1877,40.26
Shahdara,1,0.4,0.65,0.72,4760.7,0.2415,93,0.335,0.2806,45.83
Noida Sector 18,1,0.3,0.45,0.7,5568.38,0.3014,67,0.3996,0.2581,44.49
Dwarka,0,0.38,0.6,0.7,5524.66,0.2981,64,0.1712,0.3698,51.19
Rohini,0,0.35,0.5,0.72,4063.81,0.1899,78,0.2109,0.2944,46.66
Rohini,0,0.35,0.5,0.72,4357.24,0.2116,8,0.0804,0.2974,46.84
Rohini,0,0.35,0.5,0.72,4518.88,0.2236,96,0.4556,0.3571,50.43
Rohini,0,0.35,0.5,0.72,4760.93,0.2416,61,0.1696,0.3166,47.99
Gurugram Sector 29,1,0.28,0.5,0.68,4976.3,0.2575,99,0.3859,0.2217,42.3
Connaught Place,1,0.28,0.3,0.7,6955.07,0.4041,11,0.0401,0.2685,45.11
Noida Sector 18,0,0.3,0.45,0.7,4138.99,0.1955,25,0.332,0.3014,47.08
Vasant Kunj,1,0.22,0.3,0.65,2674.72,0.087,99,0.2983,0.1484,37.9
Mayur Vihar,1,0.35,0.55,0.7,3743.79,0.1662,73,0.0964,0.1926,40.55
Saket,0,0.25,0.35,0.65,5865.78,0.3234,68,0.0378,0.2838,46.03
Connaught Place,1,0.28,0.3,0.7,1647.04,0.0109,43,0.1502,0.1066,35.4
Karol Bagh,1,0.33,0.42,0.72,1651.8,0.0112,58,0.2745,0.1398,37.39
Connaught Place,1,0.28,0.3,0.7,6368.62,0.3606,57,0.1515,0.2413,43.48
Gurugram Sector 29,0,0.28,0.5,0.68,8604.68,0.5263,21,0.0611,0.4106,53.64
Gurugram Sector 29,0,0.28,0.5,0.68,2137.52,0.0472,59,0.1976,0.2514,44.08
Rohini,0,0.35,0.5,0.72,4231.15,0.2023,54,0.3303,0.3452,49.71
Gurugram Sector 29,0,0.28,0.5,0.68,3295.22,0.133,33,0.0196,0.239,43.34
Rohini,0,0.35,0.5,0.72,3531.88,0.1505,36,0.1038,0.266,44.96
Rohini,1,0.35,0.5,0.72,4688.02,0.2361,80,0.1866,0.2657,44.94
Mayur Vihar,0,0.35,0.55,0.7,2108.15,0.045,71,0.0723,0.2497,43.98
Vasant Kunj,0,0.22,0.3,0.65,2313.21,0.0602,49,0.1849,0.1553,38.32
Dwarka,1,0.38,0.6,0.7,3461.21,0.1453,63,0.6074,0.2545,44.27
Vasant Kunj,0,0.22,0.3,0.65,3741.76,0.1661,26,0.6584,0.2667,45.0
Karol Bagh,0,0.33,0.42,0.72,2291.64,0.0586,52,0.2819,0.2171,42.03
Mayur Vihar,0,0.35,0.55,0.7,5971.92,0.3313,59,0.1793,0.3677,51.06
Lajpat Nagar,0,0.32,0.45,0.68,3265.67,0.1308,27,0.4133,0.2705,45.23
Dwarka,0,0.38,0.6,0.7,3258.72,0.1303,18,0.197,0.2901,46.4
Gurugram Sector 29,1,0.28,0.5,0.68,4634.71,0.2322,55,0.2002,0.2291,42.75
Vasant Kunj,0,0.22,0.3,0.65,3772.7,0.1683,98,0.009,0.2353,43.12
Mayur Vihar,0,0.35,0.55,0.7,6116.46,0.342,49,0.3599,0.3783,51.7
Janakpuri,0,0.3,0.4,0.68,2523.21,0.0758,94,0.0824,0.2195,42.17
Rohini,1,0.35,0.5,0.72,2000.81,0.0371,89,0.4082,0.1642,38.85
Vasant Kunj,0,0.22,0.3,0.65,3446.47,0.1442,78,0.0775,0.2061,41.36
Dwarka,1,0.38,0.6,0.7,4146.91,0.1961,94,0.1242,0.2492,43.95
Saket,0,0.25,0.35,0.65,2163.8,0.0492,43,0.0658,0.1775,39.65
Vasant Kunj,0,0.22,0.3,0.65,2010.47,0.0378,79,0.1611,0.1502,38.01
Shahdara,0,0.4,0.65,0.72,4407.88,0.2154,16,0.1356,0.3405,49.43
Dwarka,0,0.38,0.6,0.7,2754.83,0.093,34,0.1869,0.2992,46.95
Connaught Place,0,0.28,0.3,0.7,1946.41,0.0331,59,0.2633,0.167,39.02
Janakpuri,1,0.3,0.4,0.68,6520.27,0.3719,4,0.0,0.2635,44.81
Vasant Kunj,0,0.22,0.3,0.65,2933.94,0.1062,80,0.1338,0.2073,41.44
Janakpuri,0,0.3,0.4,0.68,7150.27,0.4185,97,0.0553,0.361,50.66
Gurugram Sector 29,0,0.28,0.5,0.68,4081.56,0.1912,11,0.4416,0.3395,49.37
Dwarka,0,0.38,0.6,0.7,4662.84,0.2343,104,0.1811,0.3777,51.66
Mayur Vihar,0,0.35,0.55,0.7,3620.08,0.157,10,0.356,0.3235,48.41
Mayur Vihar,0,0.35,0.55,0.7,1500.0,0.0,14,0.3096,0.2404,43.42
Noida Sector 18,0,0.3,0.45,0.7,2279.26,0.0577,80,0.001,0.1569,38.41
Mayur Vihar,0,0.35,0.55,0.7,3778.74,0.1688,72,0.4435,0.2898,46.39
Shahdara,0,0.4,0.65,0.72,4828.85,0.2466,98,0.3871,0.3738,51.43
Saket,0,0.25,0.35,0.65,1644.45,0.0107,45,0.3161,0.1588,38.53
Gurugram Sector 29,0,0.28,0.5,0.68,3917.46,0.1791,60,0.1677,0.2838,46.03
Karol Bagh,0,0.33,0.42,0.72,2295.87,0.059,16,0.2385,0.1614,38.68
Karol Bagh,1,0.33,0.42,0.72,4524.72,0.2241,72,0.357,0.2438,43.63
Rohini,0,0.35,0.5,0.72,3985.03,0.1841,104,0.0611,0.2756,45.54
Gurugram Sector 29,1,0.28,0.5,0.68,5835.71,0.3212,63,0.5846,0.2799,45.79
Connaught Place,0,0.28,0.3,0.7,6859.65,0.397,98,0.3468,0.4073,53.44
Shahdara,0,0.4,0.65,0.72,5061.89,0.2638,41,0.0885,0.3481,49.89
Shahdara,0,0.4,0.65,0.72,6186.95,0.3472,103,0.2227,0.377,51.62
Saket,0,0.25,0.35,0.65,3377.29,0.1391,56,0.3412,0.2478,43.87
Vasant Kunj,1,0.22,0.3,0.65,15000.0,1.0,15,0.3605,0.4989,58.93
Karol Bagh,1,0.33,0.42,0.72,2187.67,0.0509,38,0.1945,0.1548,38.29
Connaught Place,0,0.28,0.3,0.7,3090.6,0.1178,52,0.1975,0.2617,44.7
Rohini,1,0.35,0.5,0.72,6314.98,0.3567,7,0.2075,0.2882,46.29
Rohini,0,0.35,0.5,0.72,5862.67,0.3232,94,0.1664,0.3795,51.77
Karol Bagh,0,0.33,0.42,0.72,5134.28,0.2692,25,0.0947,0.3155,47.93
Shahdara,1,0.4,0.65,0.72,5640.11,0.3067,71,0.0084,0.2948,46.69
Gurugram Sector 29,0,0.28,0.5,0.68,1500.0,0.0,96,0.4456,0.2029,41.18
Mayur Vihar,0,0.35,0.55,0.7,8907.5,0.5487,46,0.0745,0.448,55.88
Mayur Vihar,1,0.35,0.55,0.7,3633.87,0.1581,64,0.2163,0.2276,42.66
Lajpat Nagar,1,0.32,0.45,0.68,7502.17,0.4446,54,0.1639,0.3076,47.46
Lajpat Nagar,1,0.32,0.45,0.68,1500.0,0.0,80,0.1658,0.1485,37.91
Saket,0,0.25,0.35,0.65,4574.64,0.2278,5,0.1226,0.2488,43.93
Saket,1,0.25,0.35,0.65,3035.86,0.1138,38,0.1977,0.1659,38.96
Gurugram Sector 29,0,0.28,0.5,0.68,5356.47,0.2857,64,0.4367,0.3196,48.18
Lajpat Nagar,0,0.32,0.45,0.68,4715.15,0.2382,10,0.214,0.2964,46.78
Saket,0,0.25,0.35,0.65,4832.04,0.2468,90,0.2673,0.271,45.26
Rohini,1,0.35,0.5,0.72,2369.72,0.0644,66,0.039,0.1703,39.22
Rohini,1,0.35,0.5,0.72,3910.87,0.1786,1,0.0,0.1955,40.73
Rohini,1,0.35,0.5,0.72,3677.24,0.1613,2,0.0,0.1756,39.54
Rohini,0,0.35,0.5,0.72,5154.65,0.2707,17,0.2951,0.3345,49.07
Shahdara,0,0.4,0.65,0.72,6598.84,0.3777,70,0.1649,0.4308,54.85
Saket,0,0.25,0.35,0.65,4338.3,0.2102,54,0.7117,0.3139,47.83
Janakpuri,1,0.3,0.4,0.68,2125.82,0.0464,51,0.259,0.1411,37.47
Janakpuri,0,0.3,0.4,0.68,4246.24,0.2034,59,0.0962,0.2821,45.93
Gurugram Sector 29,0,0.28,0.5,0.68,14846.78,0.9887,52,0.0583,0.6965,70.79
Karol Bagh,1,0.33,0.42,0.72,9163.68,0.5677,36,0.0128,0.3512,50.07
Shahdara,0,0.4,0.65,0.72,1500.0,0.0,1,0.0,0.1674,39.04
Noida Sector 18,1,0.3,0.45,0.7,4153.35,0.1965,3,0.0,0.1991,40.95
Gurugram Sector 29,0,0.28,0.5,0.68,6412.85,0.3639,72,0.3171,0.3758,51.55
Gurugram Sector 29,1,0.28,0.5,0.68,3673.27,0.161,78,0.4021,0.1837,40.02
Lajpat Nagar,0,0.32,0.45,0.68,3196.96,0.1257,25,0.1355,0.2161,41.97
Vasant Kunj,0,0.22,0.3,0.65,3521.06,0.1497,26,0.0349,0.2158,41.95
Lajpat Nagar,0,0.32,0.45,0.68,5303.35,0.2817,43,0.5241,0.3625,50.75
Saket,0,0.25,0.35,0.65,2265.99,0.0567,68,0.1525,0.1802,39.81
Noida Sector 18,0,0.3,0.45,0.7,7290.62,0.4289,62,0.3714,0.4011,53.07
Saket,0,0.25,0.35,0.65,3912.78,0.1787,59,0.1075,0.2568,44.41
Rohini,0,0.35,0.5,0.72,2521.19,0.0756,4,0.0,0.1942,40.65
Vasant Kunj,1,0.22,0.3,0.65,7059.82,0.4118,45,0.2593,0.2517,44.1
Connaught Place,0,0.28,0.3,0.7,1858.33,0.0265,79,0.1892,0.1618,38.71
Rohini,1,0.35,0.5,0.72,3048.47,0.1147,62,0.2443,0.1742,39.45
Vasant Kunj,1,0.22,0.3,0.65,3023.48,0.1129,84,0.0841,0.1265,36.59
Gurugram Sector 29,0,0.28,0.5,0.68,11754.26,0.7596,73,0.0791,0.5739,63.44
Lajpat Nagar,1,0.32,0.45,0.68,2856.89,0.1005,94,0.5134,0.1877,40.26
Mayur Vihar,0,0.35,0.55,0.7,1500.0,0.0,60,0.4715,0.2503,44.02
Vasant Kunj,0,0.22,0.3,0.65,3008.19,0.1117,60,0.1587,0.2059,41.36
Lajpat Nagar,0,0.32,0.45,0.68,5053.19,0.2632,58,0.0273,0.2965,46.79
Saket,1,0.25,0.35,0.65,5955.33,0.33,28,0.0741,0.2093,41.56
Janakpuri,0,0.3,0.4,0.68,12559.97,0.8193,46,0.104,0.5753,63.52
Lajpat Nagar,0,0.32,0.45,0.68,8131.08,0.4912,18,0.351,0.404,53.24
Rohini,1,0.35,0.5,0.72,4420.29,0.2163,45,0.1466,0.2199,42.2
Rohini,0,0.35,0.5,0.72,2576.77,0.0798,16,0.1813,0.2439,43.63
Rohini,1,0.35,0.5,0.72,9063.53,0.5603,52,0.1125,0.3673,51.04
Saket,1,0.25,0.35,0.65,3346.66,0.1368,100,0.066,0.1552,38.31
Janakpuri,1,0.3,0.4,0.68,2895.52,0.1034,48,0.384,0.1739,39.44
Rohini,1,0.35,0.5,0.72,3266.46,0.1308,77,0.6506,0.2233,42.4
Dwarka,1,0.38,0.6,0.7,2151.36,0.0482,46,0.4302,0.1941,40.65
Rohini,0,0.35,0.5,0.72,3189.09,0.1251,95,0.1932,0.2754,45.52
Mayur Vihar,1,0.35,0.55,0.7,3581.17,0.1542,22,0.2662,0.2236,42.42
Rohini,1,0.35,0.5,0.72,5798.35,0.3184,87,0.0327,0.2573,44.44
Karol Bagh,1,0.33,0.42,0.72,3314.15,0.1344,76,0.1218,0.1927,40.56
Shahdara,0,0.4,0.65,0.72,2135.1,0.047,93,0.0838,0.2454,43.72
Mayur Vihar,1,0.35,0.55,0.7,1804.64,0.0226,14,0.2203,0.1456,37.74
Noida Sector 18,0,0.3,0.45,0.7,4468.4,0.2199,94,0.1387,0.2641,44.85
Dwarka,0,0.38,0.6,0.7,4172.68,0.198,95,0.2018,0.3322,48.93
Noida Sector 18,0,0.3,0.45,0.7,3049.84,0.1148,31,0.1532,0.2077,41.46
Dwarka,0,0.38,0.6,0.7,3185.2,0.1248,65,0.0204,0.2578,44.47
Lajpat Nagar,1,0.32,0.45,0.68,4886.56,0.2509,62,0.1474,0.2275,42.65
Dwarka,0,0.38,0.6,0.7,8064.87,0.4863,6,0.0541,0.4289,54.73
Dwarka,1,0.38,0.6,0.7,2724.19,0.0907,55,0.1538,0.1713,39.28
Lajpat Nagar,1,0.32,0.45,0.68,4206.77,0.2005,69,0.302,0.2043,41.26
Connaught Place,0,0.28,0.3,0.7,6497.26,0.3702,22,0.1304,0.2979,46.88
Vasant Kunj,1,0.22,0.3,0.65,2729.69,0.0911,38,0.222,0.1511,38.07
Shahdara,0,0.4,0.65,0.72,3992.54,0.1846,61,0.1019,0.324,48.44
Saket,1,0.25,0.35,0.65,3948.15,0.1813,97,0.028,0.16,38.6
Vasant Kunj,1,0.22,0.3,0.65,2088.82,0.0436,7,0.1343,0.097,34.82
Rohini,0,0.35,0.5,0.72,4377.57,0.2132,98,0.0618,0.3171,48.02
Saket,1,0.25,0.35,0.65,4087.84,0.1917,85,0.0722,0.1852,40.11
Karol Bagh,0,0.33,0.42,0.72,5311.04,0.2823,88,0.0537,0.2991,46.95
Noida Sector 18,0,0.3,0.45,0.7,2222.88,0.0535,5,0.2545,0.2385,43.31
Saket,1,0.25,0.35,0.65,4043.98,0.1884,60,0.4124,0.2049,41.29
Dwarka,0,0.38,0.6,0.7,8029.42,0.4837,39,0.4917,0.4984,58.9
Connaught Place,1,0.28,0.3,0.7,11370.19,0.7311,96,0.0758,0.3662,50.97
Lajpat Nagar,0,0.32,0.45,0.68,7631.69,0.4542,78,0.0692,0.3692,51.15
Lajpat Nagar,0,0.32,0.45,0.68,2233.81,0.0544,68,0.2811,0.1894,40.36
Mayur Vihar,1,0.35,0.55,0.7,5041.84,0.2624,3,0.0,0.2703,45.22
Noida Sector 18,0,0.3,0.45,0.7,3160.31,0.123,92,0.1907,0.2265,42.59
Janakpuri,0,0.3,0.4,0.68,4637.59,0.2324,51,0.2345,0.295,46.7
Mayur Vihar,0,0.35,0.55,0.7,2735.01,0.0915,17,0.3554,0.278,45.68
Lajpat Nagar,1,0.32,0.45,0.68,1708.32,0.0154,91,0.1311,0.1394,37.37
Rohini,0,0.35,0.5,0.72,3387.14,0.1398,95,0.1736,0.2652,44.91
Saket,0,0.25,0.35,0.65,5775.05,0.3167,52,0.101,0.2999,46.99
Vasant Kunj,0,0.22,0.3,0.65,4647.11,0.2331,69,0.08,0.2557,44.34
Noida Sector 18,0,0.3,0.45,0.7,4922.02,0.2535,64,0.4197,0.3104,47.62
Karol Bagh,1,0.33,0.42,0.72,4483.57,0.221,32,0.2254,0.2169,42.02
Rohini,0,0.35,0.5,0.72,4925.91,0.2538,78,0.1124,0.273,45.38
Karol Bagh,0,0.33,0.42,0.72,5243.56,0.2773,104,0.2129,0.2877,46.26
Connaught Place,1,0.28,0.3,0.7,3507.5,0.1487,98,0.2279,0.1554,38.32
Rohini,0,0.35,0.5,0.72,4194.15,0.1996,72,0.107,0.3086,47.51
Shahdara,0,0.4,0.65,0.72,9620.29,0.6015,38,0.088,0.5176,60.06
Connaught Place,0,0.28,0.3,0.7,4320.02,0.2089,95,0.0227,0.2567,44.4
Karol Bagh,0,0.33,0.42,0.72,4110.43,0.1934,97,0.1108,0.2805,45.83
Karol Bagh,1,0.33,0.42,0.72,4236.29,0.2027,1,0.0,0.2037,41.22
Shahdara,1,0.4,0.65,0.72,3608.49,0.1562,36,0.2637,0.2243,42.46
Dwarka,1,0.38,0.6,0.7,3236.74,0.1286,58,0.1547,0.2117,41.7
Lajpat Nagar,1,0.32,0.45,0.68,4466.41,0.2197,61,0.5033,0.2481,43.89
Noida Sector 18,0,0.3,0.45,0.7,3124.85,0.1204,75,0.3656,0.3033,47.2
Shahdara,0,0.4,0.65,0.72,3741.5,0.166,54,0.1073,0.3003,47.02
Mayur Vihar,1,0.35,0.55,0.7,2710.1,0.0896,2,0.0,0.1852,40.11
Noida Sector 18,1,0.3,0.45,0.7,4247.16,0.2035,18,0.327,0.2209,42.25
Lajpat Nagar,1,0.32,0.45,0.68,5388.9,0.2881,80,0.1795,0.2351,43.1
Lajpat Nagar,0,0.32,0.45,0.68,3619.32,0.157,73,0.2605,0.2874,46.25
Mayur Vihar,1,0.35,0.55,0.7,1500.0,0.0,68,0.0891,0.1757,39.54
Lajpat Nagar,1,0.32,0.45,0.68,5405.57,0.2893,46,0.0888,0.2432,43.59
Vasant Kunj,1,0.22,0.3,0.65,4273.09,0.2054,29,0.0556,0.1621,38.72
Lajpat Nagar,1,0.32,0.45,0.68,2448.88,0.0703,33,0.0562,0.1617,38.7
Gurugram Sector 29,0,0.28,0.5,0.68,5923.22,0.3276,72,0.0508,0.3395,49.37
Vasant Kunj,0,0.22,0.3,0.65,1999.77,0.037,53,0.0706,0.1914,40.48
Janakpuri,0,0.3,0.4,0.68,6786.59,0.3916,14,0.0787,0.3725,51.35
Connaught Place,0,0.28,0.3,0.7,3910.09,0.1785,42,0.0632,0.2129,41.77
Karol Bagh,1,0.33,0.42,0.72,1500.0,0.0,86,0.0098,0.1436,37.62
Rohini,0,0.35,0.5,0.72,4399.14,0.2148,63,0.1103,0.3149,47.89
Shahdara,0,0.4,0.65,0.72,3284.28,0.1322,91,0.0528,0.3036,47.21
Vasant Kunj,0,0.22,0.3,0.65,3045.97,0.1145,53,0.075,0.1952,40.71
Gurugram Sector 29,1,0.28,0.5,0.68,2782.59,0.095,51,0.3662,0.202,41.12
Connaught Place,0,0.28,0.3,0.7,3775.89,0.1686,99,0.136,0.2427,43.56
Mayur Vihar,0,0.35,0.55,0.7,3157.09,0.1227,53,0.2235,0.2661,44.97
Lajpat Nagar,1,0.32,0.45,0.68,1590.26,0.0067,15,0.0477,0.1322,36.93
Gurugram Sector 29,0,0.28,0.5,0.68,7600.99,0.4519,42,0.1751,0.4062,53.37
Noida Sector 18,0,0.3,0.45,0.7,3561.09,0.1527,68,0.4489,0.2906,46.43
Dwarka,0,0.38,0.6,0.7,2790.66,0.0956,36,0.0346,0.2539,44.23
Janakpuri,0,0.3,0.4,0.68,2288.81,0.0584,43,0.3522,0.2121,41.73
Lajpat Nagar,1,0.32,0.45,0.68,5915.71,0.3271,91,0.1355,0.2542,44.25
Vasant Kunj,1,0.22,0.3,0.65,2102.29,0.0446,46,0.3087,0.131,36.86
Rohini,0,0.35,0.5,0.72,4302.68,0.2076,32,0.2904,0.2782,45.69
Dwarka,1,0.38,0.6,0.7,3005.43,0.1115,12,0.3586,0.2348,43.09
Shahdara,1,0.4,0.65,0.72,3094.22,0.1181,42,0.305,0.2325,42.95
Gurugram Sector 29,0,0.28,0.5,0.68,2317.44,0.0606,80,0.1174,0.1948,40.69
Shahdara,0,0.4,0.65,0.72,2950.83,0.1075,32,0.186,0.2977,46.86
Shahdara,0,0.4,0.65,0.72,4041.64,0.1883,49,0.0347,0.3009,47.06
Shahdara,1,0.4,0.65,0.72,4526.28,0.2242,69,0.1848,0.2504,44.03
Karol Bagh,0,0.33,0.42,0.72,2716.78,0.0901,97,0.3921,0.2568,44.41
Saket,0,0.25,0.35,0.65,3845.02,0.1737,85,0.4184,0.2923,46.54
Mayur Vihar,1,0.35,0.55,0.7,6274.36,0.3537,30,0.1686,0.2901,46.41
Mayur Vihar,1,0.35,0.55,0.7,1752.3,0.0187,18,0.5764,0.1792,39.75
Vasant Kunj,1,0.22,0.3,0.65,4011.28,0.186,70,0.3072,0.1786,39.72
Karol Bagh,1,0.33,0.42,0.72,2501.41,0.0742,27,0.0551,0.1684,39.11
Mayur Vihar,0,0.35,0.55,0.7,2377.15,0.065,41,0.0729,0.2354,43.12
Rohini,1,0.35,0.5,0.72,4584.82,0.2285,11,0.4198,0.2673,45.04
Mayur Vihar,0,0.35,0.55,0.7,3063.69,0.1158,81,0.0236,0.2556,44.34
